row_id,cgid,label,description,mimic_id
3512,17513,RO,Read Only,95074
3513,17514,Res,Resident/Fellow/PA/NP,95075
3514,17515,RO,Read Only,95076
3515,17516,MD,Resident/Fellow/PA/NP,95077
3516,17517,RN,,95078
3517,17518,RO,Read Only,95079
3518,17519,PCT,,95080
3519,17520,RN,Case Manager,95081
3520,17521,DI,,95082
3521,17522,Res,Resident/Fellow/PA/NP,95083
3522,17523,RO,Read Only,95084
3523,17524,DR,,95085
3524,17525,RN,RN,95086
3525,17526,STD,,95087
3526,17527,MD,Resident/Fellow/PA/NP,95088
3527,17528,STD,,95089
3528,17529,MD,,95090
3529,17530,MD,,95091
3530,17531,RES,Read Only,95092
3531,17532,RO,Read Only,95093
3532,17533,RO,Read Only,95094
3533,17534,RO,Read Only,95095
3534,17535,RPh,,95096
3535,17536,MS,Resident/Fellow/PA/NP,95097
3536,17537,RO,Read Only,95098
3537,17538,Res,Resident/Fellow/PA/NP,95099
3538,17539,RO,Read Only,95100
3539,17540,RO,Read Only,95101
3540,17541,Res,Resident/Fellow/PA/NP,95102
3541,17542,Res,Resident/Fellow/PA/NP,95103
3542,17543,MD,,95104
3543,17544,MD,,95105
3544,17545,RO,Read Only,95106
3545,17546,NuStud,,95107
3546,17547,MD,,95108
3547,17548,Res,Resident/Fellow/PA/NP,95109
2798,16798,PharmD,,95110
2799,16799,md,Read Only,95111
2800,16800,RO,Read Only,95112
2801,16801,RO,Read Only,95113
2802,16802,Res,Resident/Fellow/PA/NP,95114
2803,16803,UA,UCO,95115
2804,16804,MD,,95116
2805,16805,RO,Read Only,95117
2806,16806,IMD,IMD,95118
2807,16807,SW,Social Worker,95119
2808,16808,RO,Read Only,95120
2809,16809,RO,Read Only,95121
2810,16810,MD,Resident/Fellow/PA/NP,95122
2811,16811,Res,Resident/Fellow/PA/NP,95123
2812,16812,RO,Read Only,95124
2813,16813,MDs,,95125
2814,16814,Res,Resident/Fellow/PA/NP,95126
2815,16815,RO,Read Only,95127
2816,16816,RO,Read Only,95128
2817,16817,MS,,95129
2818,16818,RN,RN,95130
2819,16819,MD,,95131
2820,16820,RO,Read Only,95132
2821,16821,RO,Read Only,95133
2822,16822,RO,Read Only,95134
2823,16823,UCO,,95135
2824,16824,RTStu,,95136
2825,16825,MS,UCO,95137
2826,16826,MD,,95138
2827,16827,UA,UCO,95139
2828,16828,Res,Resident/Fellow/PA/NP,95140
2829,16829,Prog,,95141
2830,16830,RO,Read Only,95142
2831,16831,MS,,95143
2832,16832,UCO,,95144
2833,16833,RO,Read Only,95145
2834,16834,RO,Read Only,95146
2835,16835,RO,Read Only,95147
2836,16836,UCO,UCO,95148
2837,16837,RN,RN,95149
2838,16838,RD,Dietitian,95150
2839,16839,RO,Read Only,95151
2840,16840,RO,Read Only,95152
2841,16841,RO,Read Only,95153
2842,16842,RPh,,95154
2843,16843,ReschA,,95155
2844,16844,RO,Read Only,95156
2845,16845,StPHa,,95157
2846,16846,CoWker,,95158
2847,16847,CRA,,95159
2848,16848,RRT,,95160
2849,16849,RO,Read Only,95161
2850,16850,PT,,95162
2851,16851,MD,,95163
2852,16852,Res,Resident/Fellow/PA/NP,95164
2853,16853,DI,Dietitian,95165
2854,16854,RT,Respiratory,95166
2855,16855,MS,,95167
2856,16856,RO,Read Only,95168
2857,16857,Res,Resident/Fellow/PA/NP,95169
2858,16858,PHaD,,95170
2859,16859,Res,Resident/Fellow/PA/NP,95171
2860,16860,MD,Read Only,95172
2861,16861,rn,RN,95173
2862,16862,SW,Social Worker,95174
2863,16863,Res,Resident/Fellow/PA/NP,95175
2864,16864,rn,,95176
2865,16865,RN,,95177
2866,16866,RN,RN,95178
2867,16867,MD,Attending,95179
2868,16868,RO,Read Only,95180
2869,16869,RN,,95181
2870,16870,RN,RN,95182
2871,16871,RO,Read Only,95183
2872,16872,RO,Read Only,95184
2873,16873,MD,,95185
2874,16874,RO,Read Only,95186
2875,16875,MD,,95187
2876,16876,RO,Read Only,95188
2877,16877,Res,,95189
2878,16878,RO,Read Only,95190
2879,16879,RO,Read Only,95191
2880,16880,RO,Read Only,95192
2881,16881,Stu,,95193
2882,16882,Res,,95194
2883,16883,,,95195
2884,16884,RO,Read Only,95196
2885,16885,MD,Attending,95197
2886,16886,"RN,RPh",,95198
2887,16887,MD,,95199
2888,16888,MD,Read Only,95200
2889,16889,RO,Read Only,95201
2890,16890,RN,RN,95202
2891,16891,UCO,UCO,95203
2892,16892,RO,Read Only,95204
2893,16893,RO,Read Only,95205
2894,16894,RN,,95206
2895,16895,RO,Read Only,95207
2896,16896,MD,,95208
2897,16897,MD,,95209
2898,16898,MD,,95210
2899,16899,RN,,95211
2900,16900,RO,Read Only,95212
2901,16901,RN,RN,95213
2902,16902,MS,,95214
2903,16903,RN,,95215
2904,16904,MD,,95216
2905,16905,MD,,95217
2906,16906,ISSUPP,,95218
2907,16907,MD,Resident/Fellow/PA/NP,95219
2908,16908,MD,,95220
2909,16909,RO,Read Only,95221
2910,16910,MD,,95222
2911,16911,RO,Read Only,95223
2912,16912,RO,Read Only,95224
2913,16913,MD,,95225
2914,16914,RN,,95226
2915,16915,RN,RN,95227
2916,16916,RN,,95228
2917,16917,RO,Read Only,95229
2918,16918,Stud,,95230
2919,16919,RO,Read Only,95231
2920,16920,RO,Read Only,95232
2921,16921,MDs,,95233
2922,16922,MD,,95234
2923,16923,RNC,,95235
2924,16924,RRT,Respiratory,95236
2925,16925,RO,Read Only,95237
2926,16926,RN,RN,95238
2927,16927,Rph,Pharmacist,95239
2928,16928,RNC,,95240
2929,16929,MD,Read Only,95241
2930,16930,RO,Read Only,95242
2931,16931,CoOpst,Read Only,95243
2932,16932,MDs,,95244
2933,16933,RO,Read Only,95245
2934,16934,RN,RN,95246
2935,16935,RO,Read Only,95247
2936,16936,MD,,95248
2937,16937,MD,,95249
2938,16938,MedSt.,,95250
2939,16939,RN,RN,95251
2940,16940,RO,Read Only,95252
2941,16941,RRT,,95253
2942,16942,PT,,95254
2943,16943,Res,Resident/Fellow/PA/NP,95255
2944,16944,Res,Resident/Fellow/PA/NP,95256
2945,16945,RRT,Respiratory,95257
2946,16946,RN,Read Only,95258
2947,16947,MDs,Resident/Fellow/PA/NP,95259
2948,16948,RN,RN,95260
2949,16949,RN,,95261
2950,16950,RN,,95262
2951,16951,RN,Respiratory,95263
2952,16952,RO,Read Only,95264
2953,16953,UCO,UCO,95265
2954,16954,RRT,,95266
2955,16955,RO,Read Only,95267
2956,16956,MS,,95268
2957,16957,RN,RN,95269
2958,16958,STD,,95270
2959,16959,MD,,95271
2960,16960,RN,RN,95272
2961,16961,MD,Resident/Fellow/PA/NP,95273
2962,16962,MD,,95274
2963,16963,RO,Read Only,95275
2964,16964,RN,RN,95276
2965,16965,Co-Wor,PCT/NA,95277
2966,16966,RO,Read Only,95278
2967,16967,RO,Read Only,95279
2968,16968,RO,Read Only,95280
2969,16969,MS,,95281
2970,16970,MD,,95282
2971,16971,PT,,95283
2972,16973,MD,Read Only,95284
2973,16974,MD,Resident/Fellow/PA/NP,95285
2974,16975,RRT,,95286
2975,16976,MD,,95287
2976,16977,MD,Resident/Fellow/PA/NP,95288
2977,16978,RN,RN,95289
2978,16979,RO,Read Only,95290
2979,16980,MD,Resident/Fellow/PA/NP,95291
2980,16981,MSIV,,95292
2981,16982,MD,,95293
2982,16983,MD,Read Only,95294
2983,16984,MD,,95295
2984,16985,RRT,Respiratory,95296
2985,16986,MD,,95297
2986,16987,PhStud,,95298
2987,16988,MD,Read Only,95299
2988,16989,RO,Read Only,95300
2989,16990,RO,Read Only,95301
2990,16991,MD,,95302
2991,16992,RO,Read Only,95303
2992,16993,MD,,95304
2993,16994,RO,Read Only,95305
2994,16995,MDs,Resident/Fellow/PA/NP,95306
3044,16996,RO,Read Only,95307
3045,16997,RO,Read Only,95308
3046,16998,RO,Read Only,95309
3047,16999,RO,Read Only,95310
3048,17000,MD,,95311
3049,17001,RN,,95312
3050,17002,RN,,95313
3051,17003,MS,,95314
3052,17004,MD,,95315
3053,17005,RN,RN,95316
3054,17006,MD,,95317
3055,17007,RO,Read Only,95318
3056,17008,MD,,95319
3057,17009,RN,,95320
3058,17010,RN,RN,95321
3059,17011,RO,Read Only,95322
3060,17012,RO,Read Only,95323
3061,17013,RN,RN,95324
3062,17014,PCT,PCT/NA,95325
3063,17015,RN,,95326
3064,17016,RO,Read Only,95327
3065,17017,RO,Read Only,95328
3066,17018,RT,Respiratory,95329
3067,17019,RO,Read Only,95330
3068,17020,RO,Read Only,95331
3069,17021,RO,Read Only,95332
3070,17022,MD,,95333
3071,17023,RN,,95334
3072,17024,RO,Read Only,95335
3073,17025,CRS,Read Only,95336
3074,17026,PhaD,,95337
3075,17027,RO,Read Only,95338
3076,17028,RO,Read Only,95339
3077,17029,Md,Read Only,95340
3078,17030,MDs,Resident/Fellow/PA/NP,95341
3079,17031,MDs,,95342
3080,17032,RO,Read Only,95343
3081,17033,MD,Read Only,95344
3082,17034,IMD,IMD,95345
3083,17035,RO,Read Only,95346
3084,17036,RO,Read Only,95347
3085,17037,MD,,95348
3086,17038,MD,Resident/Fellow/PA/NP,95349
3087,17039,MD,,95350
3088,17040,SRT,,95351
3089,17041,Res,Resident/Fellow/PA/NP,95352
3090,17042,MDs,Resident/Fellow/PA/NP,95353
3091,17043,MD,,95354
3092,17044,MD,Resident/Fellow/PA/NP,95355
3093,17045,RO,Read Only,95356
3094,17046,RO,Read Only,95357
3095,17047,MD,,95358
3096,17048,RN,RN,95359
3097,17049,RO,Read Only,95360
3098,17050,RRT,,95361
3099,17051,MD,,95362
3100,17052,ISOPS,Administrator,95363
3101,17053,RN,RN,95364
3102,17054,MD,Resident/Fellow/PA/NP,95365
3103,17055,Res,,95366
3104,17056,MD,,95367
3105,17057,MD,Read Only,95368
3106,17058,RN,RN,95369
3107,17059,MD,,95370
3108,17060,DietIn,,95371
3109,17061,RO,Read Only,95372
3110,17062,RN,RN,95373
3111,17063,RN,RN,95374
3112,17064,RO,Read Only,95375
3113,17065,RO,Read Only,95376
3114,17066,PCA,Read Only,95377
3115,17067,RO,Read Only,95378
3116,17068,RN,,95379
3117,17069,RO,Read Only,95380
3118,17070,RN,Pharmacist,95381
3119,17071,RO,Read Only,95382
3120,17072,MD,,95383
3121,17073,RO,Read Only,95384
3122,17074,MD,Resident/Fellow/PA/NP,95385
3123,17075,D,,95386
3124,17076,RO,Read Only,95387
3125,17077,RO,Read Only,95388
3126,17078,RO,Read Only,95389
3127,17079,RN,,95390
3128,17080,RO,Read Only,95391
3129,17081,UCO,Read Only,95392
3130,17082,RN,,95393
3131,17083,MD,,95394
3132,17084,RN,,95395
3133,17085,MD,,95396
3134,17086,MD,,95397
3135,17087,RN,,95398
3136,17088,RN,RN,95399
3137,17089,MD,,95400
3138,17090,MD,,95401
3139,17091,SN,,95402
3140,17092,PA,Resident/Fellow/PA/NP,95403
3141,17093,RO,Read Only,95404
3142,17094,RN,,95405
3143,17095,RN,,95406
3144,17096,RO,Read Only,95407
3145,17097,RN,RN,95408
3146,17098,MDs,Resident/Fellow/PA/NP,95409
3147,17099,RO,Read Only,95410
3148,17100,RO,Read Only,95411
3149,17101,RN,,95412
3150,17102,RN,,95413
3151,17103,RRT,,95414
3152,17104,RO,Read Only,95415
3153,17105,RO,Read Only,95416
3154,17106,MD,,95417
3155,17107,RO,Read Only,95418
3156,17108,MD,,95419
3157,17109,MD,Read Only,95420
3158,17110,MD,,95421
3159,17111,,,95422
3160,17112,MD,,95423
3161,17113,PT,,95424
3162,17114,RN,RN,95425
3163,17115,,,95426
3164,17116,RO,Read Only,95427
3165,17117,RO,Read Only,95428
3166,17118,MDs,Resident/Fellow/PA/NP,95429
3167,17119,RO,Read Only,95430
3168,17120,RO,Read Only,95431
3169,17121,RN,,95432
3170,17122,RN,RN,95433
3171,17123,CoWker,,95434
3172,17124,MDs,Resident/Fellow/PA/NP,95435
3173,17125,RN,,95436
3174,17126,RO,Read Only,95437
3175,17127,CCP,,95438
3176,17128,RN,,95439
3177,17129,RO,Read Only,95440
3178,17130,RN,RN,95441
3179,17131,MDs,Read Only,95442
3180,17132,RO,Read Only,95443
3181,17133,RO,Read Only,95444
3182,17134,RO,Read Only,95445
3183,17135,MD,,95446
3184,17136,RN,RN,95447
3185,17137,RO,Read Only,95448
3186,17138,RN,,95449
3187,17139,RRT,Resident/Fellow/PA/NP,95450
3188,17140,CoRN,RN,95451
3189,17141,RO,Read Only,95452
3190,17142,MD,,95453
3191,17143,RO,Read Only,95454
3192,17144,CoWkr,,95455
3193,17145,RO,Read Only,95456
3194,17146,DI,Dietitian,95457
3195,17147,RN,Read Only,95458
3196,17148,RO,Read Only,95459
3197,17149,DI,,95460
3198,17150,MD,,95461
3199,17151,RO,Read Only,95462
3200,17152,ReAssi,,95463
3201,17153,MD,,95464
3202,17154,MD,,95465
3203,17155,RN,RN,95466
3204,17156,RD,Dietitian,95467
3205,17157,MD,,95468
3206,17158,MS,,95469
3207,17159,LICSW,,95470
3208,17160,RO,Read Only,95471
3209,17161,MD,,95472
3210,17162,MD,,95473
3211,17163,MD,,95474
3212,17164,MDs,Resident/Fellow/PA/NP,95475
3213,17165,RO,Read Only,95476
3214,17166,UA,UCO,95477
3215,17167,MS,,95478
3216,17168,RO,Read Only,95479
3217,17169,RRT,Respiratory,95480
3218,17170,MD,,95481
3219,17171,RRT,,95482
3220,17172,Res,Resident/Fellow/PA/NP,95483
3221,17173,RO,Read Only,95484
3222,17174,MD,,95485
3223,17175,MD,Resident/Fellow/PA/NP,95486
3224,17176,Res,Resident/Fellow/PA/NP,95487
3225,17177,CoOpSt,PCT/NA,95488
3226,17178,RO,Read Only,95489
3227,17179,MD,,95490
3228,17180,RO,Read Only,95491
3229,17181,RO,Read Only,95492
3230,17182,RO,Read Only,95493
3231,17183,RN,RN,95494
3232,17184,MDs,,95495
3233,17185,MD,Resident/Fellow/PA/NP,95496
3234,17186,RO,Read Only,95497
3235,17187,PCT,PCT/NA,95498
3236,17188,STD,,95499
3237,17189,RN,,95500
3238,17190,RN,RN,95501
3239,17191,RO,Read Only,95502
3240,17192,MD,Resident/Fellow/PA/NP,95503
3241,17193,RN,,95504
3242,17194,RN,,95505
3243,17195,Res,Resident/Fellow/PA/NP,95506
3244,17196,RN,,95507
3245,17197,RO,Read Only,95508
3246,17198,Res,Resident/Fellow/PA/NP,95509
3247,17199,RRT,Read Only,95510
3248,17200,RO,Read Only,95511
3249,17201,STD,Read Only,95512
3250,17202,RO,Read Only,95513
3251,17203,RO,Read Only,95514
3252,17204,SRN,,95515
3253,17205,RO,Read Only,95516
3254,17206,RN,,95517
3255,17207,DPM,,95518
3256,17208,RO,Read Only,95519
3257,17209,Res,Resident/Fellow/PA/NP,95520
3258,17210,RN,RN,95521
3259,17211,RO,Read Only,95522
3260,17212,Res,Resident/Fellow/PA/NP,95523
3261,17213,MD,,95524
3262,17214,Res,Resident/Fellow/PA/NP,95525
3263,17215,RN,,95526
3264,17216,RN,,95527
3265,17217,RN,,95528
3266,17218,RN,,95529
3267,17219,RN,RN,95530
3268,17220,RO,Read Only,95531
3269,17221,DietIn,,95532
3270,17222,RN,RN,95533
3271,17223,MD,Read Only,95534
3272,17224,SRT,Respiratory,95535
3273,17225,RD,Dietitian,95536
3274,17226,Res,Resident/Fellow/PA/NP,95537
3275,17227,RN,RN,95538
3276,17228,Rehab,Rehabilitation,95539
3277,17229,RO,Read Only,95540
3278,17230,PCA,,95541
3279,17231,RO,Read Only,95542
3280,17232,RO,Read Only,95543
3281,17233,RO,Read Only,95544
3282,17234,Res,Resident/Fellow/PA/NP,95545
3283,17235,ISSupp,,95546
3284,17236,MD,,95547
3285,17237,Res,Resident/Fellow/PA/NP,95548
3286,17238,RO,Read Only,95549
3287,17239,MDs,Resident/Fellow/PA/NP,95550
3288,17240,RN,,95551
3289,17241,CoWker,,95552
3290,17242,RO,Read Only,95553
3291,17243,PT,Rehabilitation,95554
3292,17244,RO,Read Only,95555
3293,17245,RO,Read Only,95556
3294,17246,RN,,95557
3295,17247,RD,,95558
3296,17248,RN,RN,95559
3297,17249,RN,RN,95560
3298,17250,RN,RN,95561
3299,17251,RN,RN,95562
3300,17252,MD,,95563
3301,17253,Studen,,95564
3302,17254,SN,,95565
3303,17255,RN,,95566
3304,17256,RO,Read Only,95567
3305,17257,RO,Read Only,95568
3306,17258,RO,Read Only,95569
3307,17259,RN,,95570
3308,17260,MD,,95571
3309,17261,RO,Read Only,95572
3310,17262,MD,,95573
3311,17263,RO,Read Only,95574
3312,17264,RN,,95575
3313,17265,RO,Read Only,95576
3314,17266,MD,,95577
3315,17267,RN,,95578
3316,17268,MD,,95579
3317,17269,RN,,95580
3318,17270,RN,RN,95581
3319,17271,MD,,95582
3320,17272,RO,Read Only,95583
3321,17273,RTS,,95584
3322,17274,RRT,,95585
3323,17275,RRT,,95586
3324,17276,MS,,95587
3325,17277,RRT,Respiratory,95588
3326,17278,Res,,95589
3327,17279,MD,Resident/Fellow/PA/NP,95590
3328,17280,MDs,Resident/Fellow/PA/NP,95591
3329,17281,1390,Resident/Fellow/PA/NP,95592
3330,17282,Res,Resident/Fellow/PA/NP,95593
3331,17283,MD,,95594
3332,17284,RO,Read Only,95595
3333,17285,RO,Read Only,95596
3334,17286,RN,RN,95597
3335,17287,MD,Read Only,95598
3336,17288,MD,,95599
3337,17289,RPh,,95600
3338,17290,RO,Read Only,95601
3339,17291,RO,Read Only,95602
3340,17292,MD,Resident/Fellow/PA/NP,95603
3341,17293,MD,,95604
3342,17294,St,,95605
3343,17295,RN,RN,95606
3344,17296,MD,,95607
3345,17297,MD,,95608
3346,17298,MD,,95609
3347,17299,MD,Read Only,95610
3348,17300,Res,Resident/Fellow/PA/NP,95611
3349,17301,MD,,95612
3350,17302,MDs,Resident/Fellow/PA/NP,95613
3351,17303,RO,Read Only,95614
3352,17304,RO,Read Only,95615
3353,17305,RO,Read Only,95616
3354,17306,RN,,95617
3355,17307,MD,,95618
3356,17308,RO,Read Only,95619
3357,17309,MS,Read Only,95620
3358,17310,MD,,95621
3359,17311,RO,Read Only,95622
3360,17312,NP,Read Only,95623
3361,17313,MD,,95624
3362,17314,MedStu,,95625
3363,17315,MD,,95626
3364,17316,PhaStu,,95627
3365,17317,MD,Resident/Fellow/PA/NP,95628
3366,17318,MD,Read Only,95629
3367,17319,Std,Resident/Fellow/PA/NP,95630
3368,17320,MD,,95631
3369,17321,MD,,95632
3370,17322,MD,Resident/Fellow/PA/NP,95633
3371,17323,MD,,95634
3372,17324,MD,,95635
3373,17325,RO,Read Only,95636
3374,17326,PA,,95637
3375,17327,RO,Read Only,95638
3376,17328,RO,Read Only,95639
3377,17329,MD,,95640
3378,17330,MD,,95641
3379,17331,MDs,Resident/Fellow/PA/NP,95642
3380,17332,CPhT,,95643
3381,17333,RO,Read Only,95644
3382,17334,MD,,95645
3383,17335,MD,,95646
3384,17336,MD,,95647
3385,17337,ISSupp,,95648
3386,17338,MD,Attending,95649
3387,17339,RN,RN,95650
3388,17340,RT,Respiratory,95651
3389,17341,Res,Resident/Fellow/PA/NP,95652
3390,17342,Res,Resident/Fellow/PA/NP,95653
3391,17343,Res,Resident/Fellow/PA/NP,95654
3392,17344,RO,Read Only,95655
3393,17345,Res,,95656
2995,17346,RN,RN,95657
2996,17347,RO,Read Only,95658
2997,17348,RO,Read Only,95659
2998,17349,RO,Read Only,95660
2999,17350,RO,Read Only,95661
3000,17351,di,Dietitian,95662
3001,17352,SW,Social Worker,95663
3002,17353,MD,Resident/Fellow/PA/NP,95664
3003,17354,RO,Read Only,95665
3004,17355,MD,Resident/Fellow/PA/NP,95666
3005,17356,MD,,95667
3006,17357,RO,Read Only,95668
3007,17358,MD,,95669
3008,17359,RO,Read Only,95670
3009,17360,MD,,95671
3010,17361,MDs,,95672
3011,17362,RO,Read Only,95673
4623,18625,RO,Read Only,95674
4624,18626,RRT,,95675
4625,18627,RO,Read Only,95676
4626,18628,MD,,95677
4627,18629,MD,Read Only,95678
4628,18630,MD,,95679
4629,18631,MD,,95680
4630,18632,PCT,PCT/NA,95681
4631,18633,MD,Attending,95682
4632,18634,Res,Resident/Fellow/PA/NP,95683
4633,18635,Res,Resident/Fellow/PA/NP,95684
4634,18636,SRT,,95685
4635,18637,MD,,95686
4636,18638,RRT,,95687
4637,18639,RN,,95688
4638,18640,RO,Read Only,95689
4639,18641,Res,Resident/Fellow/PA/NP,95690
4640,18642,RO,Read Only,95691
4641,18643,RO,Read Only,95692
4642,18644,RO,Read Only,95693
4643,18645,RRT,,95694
4644,18646,RPH,Pharmacist,95695
4645,18647,Res,Resident/Fellow/PA/NP,95696
4646,18648,RO,Read Only,95697
4647,18649,MD,Resident/Fellow/PA/NP,95698
4648,18650,NStude,,95699
4649,18651,RN,,95700
4650,18652,MD,Read Only,95701
4651,18653,RN,,95702
4652,18654,RN,RN,95703
4653,18655,RN,,95704
4654,18656,MD,Read Only,95705
4655,18657,9596,Resident/Fellow/PA/NP,95706
4656,18658,Res,Resident/Fellow/PA/NP,95707
4657,18659,MDs,Resident/Fellow/PA/NP,95708
4658,18660,MD,,95709
4659,18661,RT,Respiratory,95710
4660,18662,Isops,Read Only,95711
4661,18663,RPh,Pharmacist,95712
4662,18664,RO,Read Only,95713
4663,18665,CRT,,95714
4664,18666,Res,Resident/Fellow/PA/NP,95715
4665,18667,RT,Respiratory,95716
4666,18668,Admin,Administrator,95717
4667,18669,Res,Resident/Fellow/PA/NP,95718
4668,18670,RRT,,95719
4669,18671,RO,Read Only,95720
4670,18672,RO,Read Only,95721
4671,18673,RN,,95722
4672,18674,MD,,95723
4673,18675,RN,RN,95724
4674,18676,RN,,95725
4675,18677,PT,,95726
4676,18678,MD,,95727
4677,18679,RN,RN,95728
4678,18680,RO,Read Only,95729
4679,18681,RO,Read Only,95730
4680,18682,RO,Read Only,95731
4681,18683,RO,Read Only,95732
1032,15032,RT,Respiratory,95733
1033,15033,Res,Resident/Fellow/PA/NP,95734
1034,15034,MD,Attending,95735
1035,15035,Res,Resident/Fellow/PA/NP,95736
1036,15036,Rehab,Rehabilitation,95737
1037,15037,Rehab,Rehabilitation,95738
1038,15038,RNs,RN,95739
1039,15039,RN,RN,95740
1040,15040,UC,PCT/NA,95741
1041,15041,Rehab,Rehabilitation,95742
1042,15042,RO,Read Only,95743
1043,15043,Res,Resident/Fellow/PA/NP,95744
1044,15044,Res,Resident/Fellow/PA/NP,95745
1045,15045,MD,Read Only,95746
1046,15046,RN,RN,95747
1047,15047,RN,RN,95748
1048,15048,RN,,95749
1049,15049,NP,,95750
1050,15050,MD,,95751
1051,15051,RO,Read Only,95752
1052,15052,MD,Resident/Fellow/PA/NP,95753
1053,15053,RN,RN,95754
1054,15054,RO,Read Only,95755
1055,15055,RN,RN,95756
1056,15056,Np,,95757
1057,15057,RO,Read Only,95758
1058,15058,MDs,Resident/Fellow/PA/NP,95759
1059,15059,MDs,Resident/Fellow/PA/NP,95760
1060,15060,MD,,95761
1061,15061,RRT,,95762
1062,15062,RN,RN,95763
1063,15063,RO,Read Only,95764
1064,15064,RN,,95765
1065,15065,RN,RN,95766
1066,15066,MD,,95767
1067,15067,RN,,95768
1068,15068,RN,,95769
1069,15069,Studen,,95770
1070,15070,RN,RN,95771
1071,15071,Admin,Administrator,95772
1072,15072,RN,RN,95773
1073,15073,MD,,95774
1074,15074,SW,Social Worker,95775
1075,15075,RN,RN,95776
1076,15076,RO,Read Only,95777
1077,15077,RO,Read Only,95778
1078,15078,Res,Resident/Fellow/PA/NP,95779
1079,15079,MD,Attending,95780
1080,15080,Studen,,95781
1081,15081,Rehab,Rehabilitation,95782
1082,15082,RO,Read Only,95783
1083,15083,RN,RN,95784
1084,15084,CM,Case Manager,95785
1085,15085,MD,Attending,95786
1086,15086,Res,Resident/Fellow/PA/NP,95787
1087,15087,RO,Read Only,95788
1088,15088,Res,Resident/Fellow/PA/NP,95789
1089,15089,RN,RN,95790
1090,15090,MS,,95791
1091,15091,Res,Resident/Fellow/PA/NP,95792
1092,15092,Res,Resident/Fellow/PA/NP,95793
1093,15093,Res,Resident/Fellow/PA/NP,95794
1094,15094,MD,,95795
1095,15095,RO,Read Only,95796
1096,15096,MD,,95797
1097,15097,Res,Resident/Fellow/PA/NP,95798
1098,15098,RO,Read Only,95799
1099,15099,RO,Read Only,95800
1100,15100,RN,,95801
1101,15101,MD,,95802
1102,15102,CoWker,PCT/NA,95803
1103,15103,Med St,Resident/Fellow/PA/NP,95804
1104,15104,RN,,95805
1105,15105,Co-Wkr,,95806
1106,15106,MD,Resident/Fellow/PA/NP,95807
1107,15107,RO,Read Only,95808
1108,15108,SW,Social Worker,95809
1109,15109,MD,,95810
1110,15110,MD,,95811
1111,15111,MD,Attending,95812
1112,15112,RO,Read Only,95813
1113,15113,PCT,PCT/NA,95814
1114,15114,RO,Read Only,95815
1115,15115,CoOpst,,95816
1116,15116,MDs,Resident/Fellow/PA/NP,95817
1117,15117,MD,,95818
1118,15118,Res,Resident/Fellow/PA/NP,95819
1119,15119,Res,Resident/Fellow/PA/NP,95820
1120,15120,MD,Resident/Fellow/PA/NP,95821
1121,15121,Res,Resident/Fellow/PA/NP,95822
1122,15122,RT,Respiratory,95823
1123,15123,Res,Resident/Fellow/PA/NP,95824
1124,15124,Res,Resident/Fellow/PA/NP,95825
1125,15125,Res,Resident/Fellow/PA/NP,95826
1126,15126,SW,Social Worker,95827
1127,15127,Res,Resident/Fellow/PA/NP,95828
1128,15128,Res,Resident/Fellow/PA/NP,95829
1129,15129,Res,Resident/Fellow/PA/NP,95830
1130,15130,Rehab,Rehabilitation,95831
1131,15131,CM,Case Manager,95832
1132,15132,CM,Case Manager,95833
1133,15133,pct,Read Only,95834
1134,15134,Res,Resident/Fellow/PA/NP,95835
1135,15135,Res,Resident/Fellow/PA/NP,95836
1136,15136,Res,Resident/Fellow/PA/NP,95837
1137,15137,Res,Resident/Fellow/PA/NP,95838
1138,15138,Res,Resident/Fellow/PA/NP,95839
1139,15139,Res,Resident/Fellow/PA/NP,95840
1140,15140,Rehab,Rehabilitation,95841
1141,15141,Res,Resident/Fellow/PA/NP,95842
1142,15142,Res,Resident/Fellow/PA/NP,95843
1143,15143,MDS,Read Only,95844
1144,15144,Res,Resident/Fellow/PA/NP,95845
1145,15145,RPH,Pharmacist,95846
1146,15146,Res,Resident/Fellow/PA/NP,95847
1147,15147,MS,,95848
1148,15148,RO,Read Only,95849
1149,15149,MDs,Resident/Fellow/PA/NP,95850
1150,15150,RN,,95851
1151,15151,MD,,95852
1152,15152,Res,Resident/Fellow/PA/NP,95853
1153,15153,RPh,,95854
1154,15154,RO,Read Only,95855
1155,15155,MD,,95856
1156,15156,RN,,95857
1157,15157,RN,,95858
1158,15158,MD,,95859
1159,15159,RO,Read Only,95860
1160,15160,RO,Read Only,95861
1161,15161,RN,,95862
1162,15162,RRT,,95863
1163,15163,UCO,,95864
1164,15164,RN,Read Only,95865
1165,15165,MDs,Resident/Fellow/PA/NP,95866
1166,15166,Res,Resident/Fellow/PA/NP,95867
1167,15167,MD,,95868
1168,15168,RO,Read Only,95869
1169,15169,MS,,95870
1170,15170,MD,,95871
1171,15171,Res,Resident/Fellow/PA/NP,95872
1172,15172,Res,Resident/Fellow/PA/NP,95873
1173,15173,RD,Dietitian,95874
1174,15174,Res,Resident/Fellow/PA/NP,95875
1175,15175,MD,,95876
1176,15176,RPH,Pharmacist,95877
1177,15177,PCT,PCT/NA,95878
1243,15178,Res,Resident/Fellow/PA/NP,95879
1244,15179,RPH,Pharmacist,95880
1245,15180,RO,Read Only,95881
1246,15181,Res,Resident/Fellow/PA/NP,95882
